index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price
8395,AirAsia India,2020-12-16,Goa,Mumbai,GOA-PUN-JAI-MUM,11:25,05:09,1h 45min,2 stops,WiFi available,7752
8396,Vistara,2020-03-13,Patna,Varanasi,PAT-BHU-VAR,03:24,22:37,3h 30min,1 stop,WiFi available,7695
8397,Akasa Air,2025-09-25,Ahmedabad,Kolkata,AHM-RAI-BAN-BHU-KOL,23:30,09:01,2h 30min,3 stops,WiFi available,11294
8398,Star Air,2020-10-18,Nagpur,Varanasi,NAG-KOL-IND-VAR,03:41,15:34,1h 0min,2 stops,Business class available,4935
8399,Air India,2025-05-15,Raipur,Hyderabad,RAI-HYD,12:48,01:46,1h 30min,non-stop,Red-eye flight,11284
8400,Star Air,2024-04-26,Raipur,Indore,RAI-IND,03:39,09:31,6h 30min,non-stop,In-flight meal not included,10522
8401,TruJet,2024-06-21,Indore,Patna,IND-BAN-PAT,19:25,18:21,5h 45min,1 stop,Business class available,9459
8402,TruJet,2025-02-01,Ahmedabad,Chennai,AHM-VAR-IND-PAT-CHE,14:20,03:39,11h 45min,3 stops,In-flight meal not included,10523
8403,SpiceJet,2023-07-02,Mumbai,Hyderabad,MUM-CHE-DEL-HYD,10:23,01:23,5h 0min,2 stops,New aircraft,11712
8404,Vistara,2022-09-01,Indore,Cochin,IND-COC,05:48,00:35,15h 15min,non-stop,Extra baggage allowed,5030
8405,Akasa Air,2023-12-17,Cochin,Guwahati,COC-GOA-GUW,18:17,19:48,7h 0min,1 stop,Extra baggage allowed,10414
8406,TruJet,2025-04-21,Chennai,Lucknow,CHE-NAG-COC-GUW-LUC,18:45,10:48,10h 45min,3 stops,1 Long layover,10515
8407,Air India,2022-04-26,Guwahati,Raipur,GUW-COC-SUR-GOA-RAI,01:44,20:38,8h 15min,3 stops,1 Long layover,8810
8408,SpiceJet,2021-11-09,Nagpur,Pune,NAG-IND-LUC-PUN,09:12,01:12,12h 30min,2 stops,Limited seats,7289
8409,Alliance Air,2020-11-08,Mumbai,Varanasi,MUM-COC-DEL-IND-VAR,20:24,01:27,5h 0min,3 stops,No info,13416
8410,TruJet,2025-09-28,Lucknow,Hyderabad,LUC-COC-JAI-HYD,17:01,06:15,7h 0min,2 stops,Business class available,11742
8411,GoAir,2021-10-26,Bhubaneswar,Ahmedabad,BHU-AHM,07:25,07:27,6h 0min,non-stop,WiFi available,4316
8412,Akasa Air,2024-06-04,Guwahati,Kolkata,GUW-HYD-KOL,18:26,18:54,8h 0min,1 stop,Business class available,7662
8413,Alliance Air,2024-08-21,Mumbai,Varanasi,MUM-LUC-NAG-SUR-VAR,02:48,09:25,5h 0min,3 stops,Business class available,10745
8414,Vistara,2021-01-06,Bangalore,Hyderabad,BAN-HYD,16:55,16:30,9h 15min,non-stop,No info,4532
8415,IndiGo,2022-01-14,Lucknow,Raipur,LUC-CHE-RAI,23:45,19:42,12h 30min,1 stop,No info,9476
8416,IndiGo,2022-02-11,Pune,Ahmedabad,PUN-COC-AHM,01:38,19:50,9h 0min,1 stop,Extra baggage allowed,6676
8417,AirAsia India,2024-09-01,Patna,Raipur,PAT-PUN-RAI,07:58,20:17,14h 30min,1 stop,New aircraft,9380
8418,Air India,2020-04-28,Indore,Cochin,IND-BAN-COC,12:33,14:05,9h 0min,1 stop,Business class available,6791
8419,Akasa Air,2020-10-20,Goa,Kolkata,GOA-KOL,11:35,10:59,1h 15min,non-stop,No info,3152
8420,Vistara,2020-06-01,Bhubaneswar,Surat,BHU-DEL-MUM-PAT-SUR,20:21,19:54,1h 30min,3 stops,New aircraft,10208
8421,Air India,2023-03-25,Guwahati,Ahmedabad,GUW-PAT-AHM,09:43,12:16,15h 0min,1 stop,WiFi available,9936
8422,IndiGo,2019-09-13,Patna,Hyderabad,PAT-HYD,19:23,00:50,11h 0min,non-stop,1 Long layover,2842
8423,AirAsia India,2024-02-02,Bhubaneswar,Nagpur,BHU-AHM-RAI-NAG,20:32,11:30,10h 0min,2 stops,In-flight meal not included,5820
8424,Star Air,2021-07-18,Bhubaneswar,Jaipur,BHU-GUW-JAI,07:13,16:24,1h 45min,1 stop,Business class available,10140
8425,Akasa Air,2022-03-06,Bangalore,Kolkata,BAN-AHM-GUW-KOL,05:56,05:28,11h 15min,2 stops,1 Long layover,10279
8426,TruJet,2021-02-13,Kolkata,Cochin,KOL-RAI-COC,02:25,02:20,5h 0min,1 stop,Limited seats,5443
8427,GoAir,2021-09-01,Goa,Surat,GOA-HYD-MUM-SUR,13:06,16:35,2h 30min,2 stops,WiFi available,12843
8428,GoAir,2025-12-16,Delhi,Guwahati,DEL-GUW,17:03,22:47,13h 15min,non-stop,1 Long layover,5105
8429,Akasa Air,2021-04-14,Chennai,Mumbai,CHE-LUC-MUM,17:38,01:20,8h 15min,1 stop,WiFi available,3715
8430,Vistara,2025-07-24,Varanasi,Bhubaneswar,VAR-MUM-BHU,12:55,18:13,14h 45min,1 stop,Red-eye flight,6090
8431,Star Air,2021-12-24,Ahmedabad,Bangalore,AHM-PUN-BHU-RAI-BAN,00:02,07:09,3h 45min,3 stops,1 Long layover,15808
8432,SpiceJet,2022-02-22,Patna,Bhubaneswar,PAT-VAR-HYD-BHU,07:51,14:27,12h 30min,2 stops,New aircraft,6129
8433,Alliance Air,2022-06-25,Bangalore,Raipur,BAN-RAI,03:27,20:07,8h 15min,non-stop,In-flight meal not included,3523
8434,SpiceJet,2020-01-25,Lucknow,Bangalore,LUC-SUR-RAI-PUN-BAN,00:27,07:05,1h 45min,3 stops,Extra baggage allowed,9517
8435,Akasa Air,2022-09-14,Pune,Delhi,PUN-MUM-DEL,16:38,08:44,11h 30min,1 stop,Limited seats,8646
8436,Air India,2024-04-23,Chennai,Hyderabad,CHE-COC-NAG-IND-HYD,21:59,07:00,13h 15min,3 stops,In-flight meal not included,10607
8437,IndiGo,2024-08-18,Goa,Surat,GOA-SUR,21:02,03:45,4h 30min,non-stop,In-flight meal not included,6160
8438,Air India,2022-01-16,Mumbai,Kolkata,MUM-BHU-KOL,04:04,20:37,4h 30min,1 stop,Red-eye flight,7231
8439,Star Air,2024-04-17,Delhi,Cochin,DEL-KOL-COC,03:49,21:04,1h 0min,1 stop,Red-eye flight,11267
8440,IndiGo,2022-07-05,Goa,Jaipur,GOA-JAI,06:51,08:52,11h 0min,non-stop,1 Long layover,4671
8441,IndiGo,2021-03-05,Nagpur,Varanasi,NAG-KOL-PAT-VAR,15:55,14:06,7h 45min,2 stops,1 Long layover,8949
8442,Air India,2021-02-03,Bhubaneswar,Kolkata,BHU-AHM-BAN-SUR-KOL,10:28,08:13,2h 0min,3 stops,In-flight meal not included,6240
8443,IndiGo,2025-06-02,Nagpur,Bhubaneswar,NAG-BHU,10:01,05:22,2h 30min,non-stop,Red-eye flight,6887
8444,Star Air,2019-05-19,Varanasi,Lucknow,VAR-BHU-DEL-PUN-LUC,12:07,06:07,14h 30min,3 stops,WiFi available,11387
8445,Alliance Air,2023-06-23,Pune,Varanasi,PUN-CHE-VAR,10:05,21:07,3h 0min,1 stop,New aircraft,10402
8446,TruJet,2020-11-16,Nagpur,Raipur,NAG-BAN-SUR-COC-RAI,00:06,23:14,6h 30min,3 stops,Red-eye flight,7447
8447,Vistara,2020-04-01,Lucknow,Chennai,LUC-VAR-CHE,12:29,05:32,6h 30min,1 stop,Business class available,7133
8448,IndiGo,2019-07-27,Guwahati,Pune,GUW-PUN,12:17,19:21,15h 30min,non-stop,1 Long layover,4375
8449,Akasa Air,2024-09-26,Mumbai,Jaipur,MUM-JAI,01:35,19:58,14h 45min,non-stop,Red-eye flight,3012
8450,IndiGo,2025-08-20,Delhi,Patna,DEL-JAI-GUW-PUN-PAT,17:39,01:33,1h 0min,3 stops,Limited seats,12606
8451,Alliance Air,2023-01-02,Nagpur,Mumbai,NAG-GOA-SUR-KOL-MUM,17:40,11:19,10h 15min,3 stops,New aircraft,10217
8452,Alliance Air,2023-03-08,Indore,Chennai,IND-CHE,19:36,05:50,14h 45min,non-stop,Business class available,5728
8453,AirAsia India,2021-06-04,Raipur,Indore,RAI-PUN-HYD-IND,00:07,06:55,6h 0min,2 stops,Red-eye flight,8359
8454,Alliance Air,2022-06-01,Jaipur,Bangalore,JAI-PAT-COC-BAN,22:31,05:49,2h 30min,2 stops,WiFi available,13896
8455,Vistara,2020-07-21,Nagpur,Ahmedabad,NAG-VAR-AHM,14:56,00:18,15h 30min,1 stop,Red-eye flight,8157
8456,TruJet,2020-10-27,Bhubaneswar,Raipur,BHU-GOA-RAI,03:40,20:43,2h 0min,1 stop,No info,11330
8457,Star Air,2022-08-27,Cochin,Mumbai,COC-GUW-BAN-MUM,09:43,06:42,12h 0min,2 stops,New aircraft,12213
8458,IndiGo,2023-07-24,Mumbai,Goa,MUM-GOA,17:31,22:26,15h 0min,non-stop,Limited seats,9402
8459,Air India,2025-11-01,Hyderabad,Patna,HYD-RAI-PAT,15:37,21:15,12h 30min,1 stop,Red-eye flight,7124
8460,Air India,2021-01-08,Guwahati,Raipur,GUW-RAI,09:27,00:29,14h 30min,non-stop,Extra baggage allowed,9253
8461,Air India,2025-07-04,Lucknow,Bangalore,LUC-NAG-BAN,08:53,18:49,7h 45min,1 stop,Limited seats,12000
8462,Vistara,2022-08-09,Mumbai,Raipur,MUM-COC-AHM-NAG-RAI,02:50,11:55,13h 15min,3 stops,Red-eye flight,14771
8463,Star Air,2020-11-14,Cochin,Bangalore,COC-CHE-VAR-GUW-BAN,11:04,07:25,2h 0min,3 stops,New aircraft,15140
8464,Star Air,2020-04-15,Hyderabad,Mumbai,HYD-PAT-MUM,00:01,02:40,9h 45min,1 stop,1 Long layover,10297
8465,GoAir,2023-04-03,Pune,Varanasi,PUN-VAR,17:01,17:46,6h 15min,non-stop,Business class available,6117
8466,Air India,2024-12-18,Jaipur,Guwahati,JAI-COC-IND-VAR-GUW,11:51,04:26,3h 45min,3 stops,Limited seats,11024
8467,GoAir,2022-12-08,Lucknow,Ahmedabad,LUC-HYD-GUW-IND-AHM,13:41,20:47,14h 15min,3 stops,In-flight meal not included,15548
8468,AirAsia India,2021-02-20,Surat,Pune,SUR-LUC-DEL-IND-PUN,18:52,11:43,11h 15min,3 stops,No info,16189
8469,Akasa Air,2023-03-14,Delhi,Lucknow,DEL-NAG-JAI-LUC,18:53,06:57,1h 0min,2 stops,Red-eye flight,13565
8470,Air India,2019-02-13,Hyderabad,Guwahati,HYD-NAG-BHU-GUW,18:12,07:19,9h 15min,2 stops,In-flight meal not included,12979
8471,TruJet,2025-11-21,Pune,Bangalore,PUN-BAN,11:08,13:41,12h 15min,non-stop,Extra baggage allowed,5975
8472,GoAir,2021-12-07,Patna,Hyderabad,PAT-RAI-HYD,08:06,03:33,8h 30min,1 stop,Extra baggage allowed,10071
8473,Alliance Air,2019-06-14,Surat,Ahmedabad,SUR-KOL-AHM,01:53,16:38,3h 0min,1 stop,In-flight meal not included,6229
8474,TruJet,2021-04-27,Guwahati,Indore,GUW-BAN-IND,00:39,14:30,6h 30min,1 stop,Extra baggage allowed,7207
8475,GoAir,2022-11-28,Kolkata,Pune,KOL-PAT-GOA-MUM-PUN,17:59,01:29,11h 15min,3 stops,New aircraft,15791
8476,Vistara,2021-04-04,Chennai,Patna,CHE-DEL-MUM-AHM-PAT,22:24,06:39,1h 15min,3 stops,Extra baggage allowed,7806
8477,TruJet,2025-03-21,Raipur,Jaipur,RAI-AHM-JAI,03:22,05:50,9h 30min,1 stop,Limited seats,6328
8478,TruJet,2023-12-21,Hyderabad,Indore,HYD-IND,16:37,13:47,13h 15min,non-stop,1 Long layover,4213
8479,IndiGo,2020-07-13,Nagpur,Raipur,NAG-RAI,17:52,11:56,1h 45min,non-stop,In-flight meal not included,7005
8480,SpiceJet,2021-10-17,Bangalore,Nagpur,BAN-GOA-NAG,09:34,10:15,11h 45min,1 stop,Red-eye flight,9161
8481,Alliance Air,2020-05-08,Raipur,Nagpur,RAI-NAG,11:41,01:10,7h 45min,non-stop,Red-eye flight,11394
8482,TruJet,2024-03-21,Bhubaneswar,Lucknow,BHU-PUN-GUW-PAT-LUC,16:29,03:55,10h 45min,3 stops,1 Long layover,11605
8483,Alliance Air,2023-07-16,Guwahati,Delhi,GUW-PUN-PAT-DEL,06:40,17:47,11h 30min,2 stops,WiFi available,10884
8484,IndiGo,2025-12-20,Bangalore,Ahmedabad,BAN-GOA-SUR-COC-AHM,07:59,16:49,3h 0min,3 stops,Business class available,12783
8485,Vistara,2021-12-11,Cochin,Guwahati,COC-AHM-GOA-BHU-GUW,14:18,00:32,14h 30min,3 stops,1 Long layover,9975
8486,Vistara,2023-11-28,Delhi,Bangalore,DEL-BAN,04:36,06:18,7h 30min,non-stop,WiFi available,6071
8487,GoAir,2019-05-06,Jaipur,Raipur,JAI-RAI,22:17,11:33,11h 0min,non-stop,In-flight meal not included,9612
8488,Air India,2023-03-05,Varanasi,Patna,VAR-PAT,20:46,15:50,10h 0min,non-stop,In-flight meal not included,9233
8489,Vistara,2020-03-21,Surat,Jaipur,SUR-DEL-MUM-JAI,07:33,14:58,11h 30min,2 stops,In-flight meal not included,7368
8490,AirAsia India,2019-06-24,Cochin,Raipur,COC-DEL-IND-JAI-RAI,19:41,19:03,4h 30min,3 stops,No info,10664
8491,Vistara,2019-08-10,Jaipur,Patna,JAI-IND-PAT,10:21,12:51,15h 15min,1 stop,New aircraft,8445
8492,GoAir,2025-04-09,Ahmedabad,Indore,AHM-RAI-IND,02:37,01:00,7h 30min,1 stop,New aircraft,12439
8493,Akasa Air,2025-09-03,Kolkata,Mumbai,KOL-MUM,23:58,22:09,15h 45min,non-stop,In-flight meal not included,9984
8494,Star Air,2024-09-17,Nagpur,Kolkata,NAG-KOL,18:24,06:46,10h 15min,non-stop,Business class available,11225
8495,SpiceJet,2019-01-17,Cochin,Hyderabad,COC-RAI-HYD,00:23,01:10,5h 45min,1 stop,No info,9024
8496,GoAir,2024-07-12,Mumbai,Patna,MUM-GUW-PAT,16:48,10:50,12h 45min,1 stop,Business class available,12564
8497,Vistara,2024-01-21,Ahmedabad,Jaipur,AHM-PUN-LUC-NAG-JAI,09:20,16:17,7h 15min,3 stops,Business class available,7102
8498,SpiceJet,2022-10-27,Pune,Lucknow,PUN-LUC,18:15,06:21,6h 0min,non-stop,1 Long layover,4318
8499,Air India,2023-03-01,Jaipur,Cochin,JAI-RAI-COC,09:44,01:38,5h 30min,1 stop,1 Long layover,7300
8500,AirAsia India,2024-04-16,Jaipur,Kolkata,JAI-HYD-KOL,20:41,09:38,12h 45min,1 stop,New aircraft,11611
8501,AirAsia India,2024-05-25,Surat,Cochin,SUR-NAG-COC,14:39,01:27,8h 30min,1 stop,1 Long layover,5382
8502,SpiceJet,2022-08-14,Patna,Guwahati,PAT-NAG-BAN-GUW,13:16,23:21,6h 45min,2 stops,Red-eye flight,10690
8503,Vistara,2020-06-26,Lucknow,Chennai,LUC-SUR-CHE,10:25,18:34,3h 30min,1 stop,Business class available,7847
8504,SpiceJet,2020-10-26,Raipur,Delhi,RAI-AHM-BHU-DEL,22:10,23:01,8h 45min,2 stops,Extra baggage allowed,9871
8505,SpiceJet,2020-10-05,Bangalore,Bhubaneswar,BAN-HYD-PAT-CHE-BHU,20:15,00:38,7h 45min,3 stops,Limited seats,13580
8506,Alliance Air,2021-05-18,Surat,Nagpur,SUR-IND-NAG,13:51,16:17,15h 0min,1 stop,Red-eye flight,12102
8507,TruJet,2022-03-13,Indore,Surat,IND-CHE-COC-DEL-SUR,11:33,05:15,6h 45min,3 stops,Red-eye flight,9788
8508,AirAsia India,2022-10-06,Nagpur,Surat,NAG-VAR-SUR,17:18,10:55,9h 30min,1 stop,In-flight meal not included,11808
8509,Akasa Air,2021-06-16,Indore,Bangalore,IND-HYD-BAN,04:28,22:37,1h 15min,1 stop,Red-eye flight,3032
8510,Star Air,2019-11-28,Goa,Patna,GOA-BHU-PAT,05:50,21:49,3h 15min,1 stop,In-flight meal not included,6638
8511,Akasa Air,2025-08-05,Mumbai,Ahmedabad,MUM-IND-CHE-RAI-AHM,20:24,01:17,14h 30min,3 stops,New aircraft,15721
8512,Akasa Air,2020-09-20,Pune,Guwahati,PUN-KOL-PAT-GUW,10:11,18:37,10h 15min,2 stops,WiFi available,14214
8513,GoAir,2024-01-20,Delhi,Hyderabad,DEL-GOA-CHE-GUW-HYD,20:47,03:08,7h 30min,3 stops,Red-eye flight,9419
8514,TruJet,2020-10-06,Varanasi,Nagpur,VAR-COC-AHM-IND-NAG,05:47,17:56,4h 0min,3 stops,1 Long layover,11014
8515,SpiceJet,2019-10-25,Jaipur,Guwahati,JAI-GUW,11:41,00:30,9h 15min,non-stop,New aircraft,4506
8516,Akasa Air,2019-09-02,Pune,Surat,PUN-AHM-MUM-SUR,19:24,21:39,3h 15min,2 stops,Red-eye flight,13750
8517,GoAir,2025-08-10,Lucknow,Bhubaneswar,LUC-VAR-BHU,08:49,06:10,7h 15min,1 stop,In-flight meal not included,12681
8518,Air India,2021-01-12,Lucknow,Raipur,LUC-RAI,05:41,15:19,12h 45min,non-stop,New aircraft,5649
8519,AirAsia India,2025-11-11,Bhubaneswar,Bangalore,BHU-PUN-BAN,03:35,17:42,2h 0min,1 stop,Business class available,8884
8520,AirAsia India,2020-10-17,Nagpur,Pune,NAG-GOA-PUN,09:09,17:57,9h 45min,1 stop,No info,11580
8521,TruJet,2020-03-03,Hyderabad,Lucknow,HYD-JAI-PAT-AHM-LUC,15:07,02:35,12h 15min,3 stops,1 Long layover,8069
8522,AirAsia India,2019-05-19,Patna,Pune,PAT-DEL-GUW-PUN,12:17,16:07,3h 15min,2 stops,Business class available,10036
8523,Vistara,2020-10-13,Indore,Bhubaneswar,IND-MUM-BHU,22:51,13:41,3h 45min,1 stop,WiFi available,7333
8524,SpiceJet,2024-09-21,Patna,Mumbai,PAT-RAI-MUM,18:49,08:29,13h 30min,1 stop,Limited seats,10490
8525,GoAir,2020-12-28,Mumbai,Bangalore,MUM-PUN-BAN,15:43,09:57,15h 45min,1 stop,WiFi available,6752
8526,Air India,2025-12-12,Bhubaneswar,Delhi,BHU-JAI-DEL,00:24,11:54,5h 0min,1 stop,New aircraft,5963
8527,Alliance Air,2025-10-26,Chennai,Mumbai,CHE-NAG-AHM-VAR-MUM,23:47,13:32,15h 30min,3 stops,Limited seats,7492
8528,Alliance Air,2021-10-07,Pune,Cochin,PUN-IND-VAR-COC,23:11,02:52,12h 45min,2 stops,New aircraft,9218
8529,SpiceJet,2023-08-14,Bangalore,Goa,BAN-RAI-HYD-PUN-GOA,15:38,23:51,8h 30min,3 stops,Limited seats,12956
8530,Air India,2023-01-05,Pune,Bhubaneswar,PUN-CHE-BHU,04:38,05:01,12h 0min,1 stop,Limited seats,4320
8531,Air India,2019-08-19,Cochin,Patna,COC-JAI-AHM-SUR-PAT,09:42,19:55,11h 15min,3 stops,1 Long layover,9297
8532,Vistara,2020-04-09,Guwahati,Bangalore,GUW-PUN-RAI-BAN,10:25,00:02,7h 30min,2 stops,Red-eye flight,5360
8533,TruJet,2023-06-05,Chennai,Cochin,CHE-MUM-NAG-GUW-COC,16:10,10:59,5h 0min,3 stops,No info,8009
8534,SpiceJet,2023-09-05,Kolkata,Pune,KOL-AHM-PUN,12:11,05:06,5h 15min,1 stop,Red-eye flight,11006
8535,GoAir,2022-12-25,Mumbai,Goa,MUM-CHE-GOA,02:04,15:32,12h 0min,1 stop,WiFi available,10318
8536,GoAir,2019-07-22,Guwahati,Hyderabad,GUW-LUC-KOL-PUN-HYD,11:00,15:17,5h 45min,3 stops,New aircraft,13298
8537,GoAir,2022-11-25,Jaipur,Delhi,JAI-KOL-RAI-DEL,18:20,19:07,8h 15min,2 stops,No info,10773
8538,Vistara,2020-10-14,Jaipur,Goa,JAI-KOL-PUN-MUM-GOA,08:42,00:08,15h 0min,3 stops,No info,8589
8539,TruJet,2022-10-04,Lucknow,Indore,LUC-SUR-IND,13:08,11:21,1h 15min,1 stop,Business class available,6081
8540,IndiGo,2021-03-28,Goa,Chennai,GOA-VAR-PUN-CHE,00:29,21:33,13h 0min,2 stops,Extra baggage allowed,9630
8541,TruJet,2020-08-27,Chennai,Ahmedabad,CHE-AHM,11:55,17:24,1h 45min,non-stop,In-flight meal not included,2757
8542,GoAir,2019-09-16,Ahmedabad,Guwahati,AHM-VAR-PAT-GUW,00:23,23:44,9h 45min,2 stops,New aircraft,11350
8543,AirAsia India,2020-02-14,Goa,Mumbai,GOA-SUR-COC-MUM,11:22,12:07,2h 30min,2 stops,In-flight meal not included,10153
8544,Alliance Air,2023-03-28,Indore,Surat,IND-RAI-PAT-SUR,07:50,07:05,8h 0min,2 stops,WiFi available,11692
8545,SpiceJet,2024-08-28,Guwahati,Cochin,GUW-COC,10:22,01:49,4h 15min,non-stop,Red-eye flight,5856
8546,Vistara,2020-01-08,Pune,Bhubaneswar,PUN-MUM-JAI-DEL-BHU,16:09,07:44,1h 15min,3 stops,No info,15559
8547,Air India,2020-03-21,Nagpur,Guwahati,NAG-HYD-GUW,17:27,22:13,12h 45min,1 stop,In-flight meal not included,9216
8548,Alliance Air,2025-12-07,Varanasi,Nagpur,VAR-GOA-NAG,03:14,20:02,10h 30min,1 stop,Red-eye flight,10217
8549,GoAir,2021-06-07,Kolkata,Mumbai,KOL-DEL-MUM,19:22,17:12,9h 30min,1 stop,Limited seats,13724
8550,TruJet,2023-09-20,Varanasi,Delhi,VAR-DEL,20:44,19:37,6h 45min,non-stop,WiFi available,4150
8551,Air India,2023-05-26,Surat,Hyderabad,SUR-BAN-BHU-KOL-HYD,16:06,04:54,5h 30min,3 stops,Business class available,14832
8552,AirAsia India,2021-04-20,Ahmedabad,Bhubaneswar,AHM-HYD-BHU,23:09,10:54,2h 30min,1 stop,Extra baggage allowed,10477
8553,Akasa Air,2022-02-26,Raipur,Nagpur,RAI-PAT-NAG,16:36,20:00,9h 0min,1 stop,Business class available,8699
8554,AirAsia India,2022-10-22,Nagpur,Chennai,NAG-PAT-GUW-LUC-CHE,09:01,10:21,1h 30min,3 stops,Limited seats,6378
8555,SpiceJet,2019-10-03,Guwahati,Ahmedabad,GUW-COC-BAN-MUM-AHM,03:09,05:37,3h 0min,3 stops,New aircraft,14263
8556,Vistara,2023-08-15,Delhi,Hyderabad,DEL-GOA-VAR-HYD,05:42,20:41,9h 45min,2 stops,No info,6176
8557,AirAsia India,2023-02-26,Guwahati,Hyderabad,GUW-RAI-LUC-HYD,19:39,21:53,8h 0min,2 stops,No info,9806
8558,Air India,2019-03-01,Patna,Nagpur,PAT-NAG,22:35,16:05,4h 45min,non-stop,1 Long layover,7826
8559,Alliance Air,2019-05-01,Mumbai,Ahmedabad,MUM-NAG-AHM,01:54,13:55,3h 45min,1 stop,Red-eye flight,13870
8560,IndiGo,2024-12-26,Bangalore,Goa,BAN-GOA,10:16,10:37,15h 0min,non-stop,WiFi available,4601
8561,SpiceJet,2025-08-19,Surat,Cochin,SUR-VAR-BAN-GUW-COC,18:40,11:15,11h 15min,3 stops,In-flight meal not included,8054
8562,Alliance Air,2019-06-20,Chennai,Ahmedabad,CHE-AHM,09:58,04:02,4h 45min,non-stop,Red-eye flight,9810
8563,SpiceJet,2021-06-09,Pune,Mumbai,PUN-MUM,07:22,17:36,8h 45min,non-stop,Limited seats,11891
8564,Akasa Air,2023-03-11,Indore,Varanasi,IND-VAR,07:52,22:42,7h 45min,non-stop,Limited seats,3771
8565,GoAir,2023-01-22,Indore,Goa,IND-RAI-GOA,11:36,13:04,9h 0min,1 stop,Red-eye flight,12422
8566,Star Air,2024-12-04,Delhi,Hyderabad,DEL-HYD,22:47,08:13,12h 0min,non-stop,Business class available,5818
8567,Akasa Air,2022-08-04,Patna,Ahmedabad,PAT-AHM,18:06,15:04,3h 30min,non-stop,New aircraft,7005
8568,AirAsia India,2025-09-22,Bangalore,Bhubaneswar,BAN-GOA-KOL-BHU,08:58,16:11,1h 15min,2 stops,New aircraft,10352
8569,IndiGo,2024-08-06,Mumbai,Patna,MUM-JAI-GOA-PAT,15:21,16:41,14h 0min,2 stops,No info,7728
8570,Alliance Air,2023-06-05,Lucknow,Cochin,LUC-SUR-COC,21:38,01:04,9h 45min,1 stop,New aircraft,7074
8571,GoAir,2020-10-17,Goa,Lucknow,GOA-VAR-LUC,06:33,09:03,5h 45min,1 stop,Business class available,3471
8572,Air India,2019-08-04,Bangalore,Lucknow,BAN-LUC,04:45,10:52,7h 15min,non-stop,New aircraft,4642
8573,Alliance Air,2024-09-28,Varanasi,Guwahati,VAR-AHM-CHE-BHU-GUW,20:12,01:18,13h 15min,3 stops,Red-eye flight,15486
8574,Akasa Air,2022-01-03,Bangalore,Kolkata,BAN-BHU-IND-KOL,19:49,01:19,10h 15min,2 stops,New aircraft,12398
8575,GoAir,2022-06-05,Ahmedabad,Bangalore,AHM-HYD-NAG-BAN,12:21,18:09,11h 45min,2 stops,No info,11507
8576,IndiGo,2021-07-03,Pune,Guwahati,PUN-DEL-RAI-GUW,17:18,17:44,3h 0min,2 stops,Red-eye flight,10399
8577,SpiceJet,2022-10-21,Hyderabad,Jaipur,HYD-RAI-NAG-CHE-JAI,21:01,13:50,4h 30min,3 stops,Limited seats,12450
8578,TruJet,2023-08-21,Pune,Varanasi,PUN-GUW-VAR,18:11,01:16,3h 45min,1 stop,Extra baggage allowed,4248
8579,AirAsia India,2020-09-22,Bhubaneswar,Bangalore,BHU-PUN-BAN,22:56,18:37,6h 0min,1 stop,In-flight meal not included,7172
8580,IndiGo,2025-05-19,Mumbai,Ahmedabad,MUM-KOL-AHM,18:50,00:58,14h 30min,1 stop,Limited seats,8173
8581,Vistara,2024-10-21,Chennai,Surat,CHE-AHM-DEL-RAI-SUR,14:14,16:25,10h 45min,3 stops,In-flight meal not included,12116
8582,GoAir,2022-04-08,Raipur,Guwahati,RAI-DEL-GOA-GUW,12:17,08:46,13h 30min,2 stops,No info,10253
8583,Air India,2022-01-21,Indore,Raipur,IND-RAI,14:45,01:41,7h 30min,non-stop,Extra baggage allowed,7264
8584,Vistara,2025-08-14,Chennai,Ahmedabad,CHE-NAG-GOA-AHM,15:54,03:00,4h 45min,2 stops,New aircraft,10443
8585,AirAsia India,2024-09-08,Indore,Ahmedabad,IND-CHE-HYD-AHM,00:54,20:54,14h 0min,2 stops,New aircraft,10226
8586,Alliance Air,2024-11-19,Jaipur,Bhubaneswar,JAI-DEL-HYD-BHU,13:18,17:17,13h 15min,2 stops,Limited seats,13951
8587,Alliance Air,2021-01-13,Lucknow,Ahmedabad,LUC-MUM-DEL-IND-AHM,10:24,22:04,13h 0min,3 stops,Extra baggage allowed,13382
8588,AirAsia India,2025-07-16,Delhi,Surat,DEL-CHE-SUR,09:53,22:14,2h 15min,1 stop,Extra baggage allowed,11015
8589,Akasa Air,2022-08-12,Bangalore,Mumbai,BAN-AHM-PAT-MUM,20:11,05:44,5h 0min,2 stops,Extra baggage allowed,4950
8590,Vistara,2021-10-01,Chennai,Guwahati,CHE-DEL-PUN-GUW,21:52,09:14,2h 45min,2 stops,WiFi available,9899
8591,GoAir,2020-05-20,Jaipur,Pune,JAI-RAI-PUN,01:55,20:30,3h 0min,1 stop,Business class available,9754
8592,IndiGo,2020-01-22,Raipur,Mumbai,RAI-CHE-GUW-KOL-MUM,14:14,14:49,2h 30min,3 stops,In-flight meal not included,8629
8593,IndiGo,2023-12-19,Mumbai,Guwahati,MUM-BHU-SUR-AHM-GUW,07:23,12:27,1h 15min,3 stops,Limited seats,12796
8594,Akasa Air,2022-02-26,Hyderabad,Delhi,HYD-PAT-RAI-IND-DEL,02:02,17:56,2h 30min,3 stops,Limited seats,12636
